Fighter ID|Gender|Fighter Name|Wins|Loses|Draws|Avg.Time(in Mins)|Height|Weight|Reach|Stance|DOB|SLpM|Str.Acc.|SApM|Str. Def.|TD Avg.|TD Acc.|TD Def.|Sub. Avg.
d0c325dfefdde31f|male|Garrett Mueller|3|3|0|0.0|"5' 9"""|135 lbs.|NaN|NaN|Jan 29, 1989|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
e92901944ce91909|male|Askar Mozharov|21|8|0|0.0|"6' 3"""|205 lbs.|NaN|NaN|Oct 26, 1994|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2252b2c892397f0d|male|Fazlo Mulabitinovic|4|2|0|0.0|NaN|135 lbs.|NaN|NaN|NaN|0.54|0.16|0.0|1.0|0.0|0.0|0.0|8.0
b1b0729d27936f2f|male|Belal Muhammad|20|3|0|13.19|"5' 11"""|170 lbs.|"72"""|Orthodox|Jul 09, 1988|4.55|0.43|3.61|0.59|2.2|0.33|0.91|0.2
f6bcbd91b114ff58|male|Johnny Munoz|11|1|0|11.291666666666668|"5' 9"""|135 lbs.|"71"""|Orthodox|Feb 16, 1993|2.79|0.42|1.24|0.67|2.66|0.21|0.0|2.7
f923e012414c883e|female|Lauren Mueller|5|3|0|12.25|"5' 5"""|125 lbs.|"67"""|Orthodox|Nov 15, 1991|4.08|0.41|3.77|0.58|0.7|0.5|0.71|0.0
6bd02119599741a4|male|Pedro Munhoz|19|7|0|10.826470588235296|"5' 6"""|135 lbs.|"65"""|Orthodox|Sep 07, 1986|5.5|0.43|6.09|0.58|0.57|0.2|0.81|0.7
882d62561063a927|female|Jamie Moyle|4|3|0|15.0|"5' 1"""|115 lbs.|"65"""|Orthodox|Mar 17, 1989|4.51|0.51|4.0|0.65|1.0|0.21|0.5|0.0
ae922e7d9e852d7a|male|Kin Moy|8|3|0|0.0|"5' 5"""|135 lbs.|NaN|NaN|NaN|2.3|0.33|1.93|0.62|1.67|0.42|0.5|1.7
4dc496aa0cfc0d95|male|Harry Moskowitz|6|12|0|10.0|"6' 5"""|275 lbs.|NaN|Orthodox|NaN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
5da4e8dc02e50ac0|male|Juan Mott|3|4|0|0.0|"6' 0"""|190 lbs.|NaN|Switch|NaN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
be9d259be012e8a4|male|Scott Morris|2|1|0|0.41666666666666663|"5' 10"""|210 lbs.|NaN|Orthodox|NaN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ab35634d1a8c7a11|male|Flavio Luiz Moura|19|7|0|4.333333333333333|"5' 11"""|183 lbs.|NaN|Open Stance|NaN|0.67|0.16|0.0|0.0|0.0|0.0|0.0|0.0
37f560436d745c18|male|Nikolas Motta|12|3|0|0.0|"5' 9"""|155 lbs.|"70"""|Orthodox|Feb 08, 1993|2.8|0.27|3.6|0.66|0.0|0.0|1.0|0.0
6803d4d6908354ac|male|Brad Morris|10|6|0|5.033333333333333|"6' 2"""|205 lbs.|NaN|Orthodox|Nov 01, 1979|0.5|0.62|6.95|0.27|0.0|0.0|0.0|0.0
dab0e6cb8c932162|male|Anthony Morrison|20|12|0|0.0|"5' 7"""|145 lbs.|NaN|Orthodox|Mar 29, 1984|1.7|0.33|0.49|0.8|0.0|0.0|0.5|0.0
b4192a975027aab6|female|Maryna Moroz|10|3|0|13.3125|"5' 7"""|125 lbs.|"67"""|Orthodox|Sep 08, 1991|4.09|0.31|4.15|0.53|0.56|0.18|0.47|0.4
cdb96af67d096b1e|male|Alex Morono|21|7|0|11.392222222222221|"5' 11"""|170 lbs.|"72"""|Orthodox|Aug 16, 1990|5.21|0.42|3.93|0.56|0.35|0.25|0.53|0.3
66e98b3bb5fc5250|male|Dan Moret|13|6|0|11.994444444444445|"6' 0"""|155 lbs.|"73"""|Southpaw|Nov 21, 1986|2.67|0.43|3.56|0.43|1.25|0.27|0.45|0.4
bb2eee4fb3259c01|male|Mike Moreno|6|5|0|0.0|"6' 0"""|185 lbs.|NaN|NaN|NaN|1.27|0.51|1.07|0.58|0.0|0.0|0.44|0.0
92b36014314b028b|female|Peggy Morgan|4|4|0|15.0|"6' 1"""|135 lbs.|NaN|NaN|Dec 16, 1979|2.27|0.23|8.2|0.33|0.0|0.0|0.5|0.0
2f6a993c7f547c13|male|Sergey Morozov|17|5|0|10.683333333333332|"5' 6"""|135 lbs.|"67"""|Orthodox|Jun 14, 1989|2.78|0.44|2.96|0.58|3.28|0.33|0.61|0.0
acb36c908d415c4a|male|Vinicius Moreira|9|5|0|3.5500000000000003|"6' 4"""|205 lbs.|"76"""|Orthodox|Feb 28, 1989|3.15|0.59|5.07|0.43|1.97|0.18|0.0|1.3
9147679e1a4ad4a3|male|Richardson Moreira|7|4|0|7.666666666666667|"6' 2"""|185 lbs.|NaN|Orthodox|Mar 31, 1984|1.17|0.28|1.83|0.67|0.0|0.0|1.0|0.0
df85d6ec3493d120|male|Joe Moreira|2|2|0|9.0|"5' 11"""|195 lbs.|NaN|Southpaw|NaN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2e2cdb6e9eb84bb9|male|Jesse Moreng|9|1|0|0.0|"5' 7"""|145 lbs.|NaN|Orthodox|Nov 09, 1979|1.26|0.4|2.08|0.48|5.56|1.0|1.0|0.0
2067a177a2842fbf|male|Sammy Morgan|18|12|0|7.675|"5' 10"""|170 lbs.|NaN|Orthodox|Sep 28, 1981|1.05|0.22|3.74|0.4|1.43|0.2|0.0|0.5
792be9a24df82ed6|male|Brandon Moreno|19|6|2|14.908333333333333|"5' 7"""|125 lbs.|"70"""|Orthodox|Dec 07, 1993|3.54|0.39|3.31|0.57|1.84|0.47|0.69|0.7
232c582f29f8f65e|male|Gegard Mousasi|42|6|2|10.009722222222223|"6' 2"""|185 lbs.|"76"""|Orthodox|Aug 01, 1985|3.75|0.5|1.21|0.68|1.59|0.6|0.59|1.1
539ed332b3078821|female|Sarah Moras|6|8|0|12.516666666666667|"5' 7"""|135 lbs.|"67"""|Orthodox|Apr 30, 1988|2.28|0.34|3.58|0.5|0.67|0.21|0.33|0.8
c32aeb1a59e6272d|male|Michael Morales|13|0|0|4.1|"6' 0"""|170 lbs.|"79"""|Orthodox|Jun 24, 1999|4.14|0.48|3.14|0.36|3.14|0.44|0.85|0.0
6a125ba3ec37e27e|female|Gisele Moreira|8|3|0|0.0|"5' 6"""|135 lbs.|NaN|Orthodox|Jan 14, 1981|5.93|0.42|6.33|0.48|4.0|0.57|0.0|0.0
a0e6753c42698f13|male|Omar Morales|11|2|0|13.703333333333333|"5' 11"""|145 lbs.|"73"""|Orthodox|Oct 17, 1985|3.4|0.38|2.83|0.63|0.6|1.0|0.63|0.0
544d7460b3e44393|male|Albert Morales|7|4|1|12.361111111111109|"5' 9"""|135 lbs.|"72"""|Orthodox|May 25, 1991|3.81|0.35|3.96|0.56|0.91|0.35|0.7|0.2
37098a6e6c27fb66|male|Vince Morales|11|5|0|11.91388888888889|"5' 7"""|135 lbs.|"70"""|Orthodox|Nov 12, 1990|4.62|0.39|4.25|0.54|0.19|0.25|0.5|0.0
2fe9032955c2e013|male|Joseph Morales|9|2|0|9.5|"5' 6"""|125 lbs.|"69"""|Switch|Aug 22, 1994|1.58|0.37|1.72|0.6|0.53|0.5|0.23|2.6
80779d7441af1b52|male|Christian Morecraft|8|3|0|6.908333333333333|"6' 6"""|260 lbs.|"81"""|Orthodox|Sep 08, 1986|2.82|0.34|2.46|0.46|3.26|0.66|0.5|2.2
92437c6775b3f7d1|male|John Moraga|19|7|0|12.022619047619049|"5' 6"""|125 lbs.|"66"""|Orthodox|Mar 20, 1984|2.57|0.43|2.55|0.56|0.62|0.23|0.44|1.1
45230be0641f3f53|male|Leonardo Morales|6|2|0|8.783333333333333|"5' 8"""|135 lbs.|NaN|Southpaw|Dec 22, 1992|2.05|0.47|2.05|0.58|0.0|0.0|0.62|0.0
26927dab41dbd5fc|male|Taylor Moore|10|5|0|0.0|"5' 10"""|135 lbs.|"70"""|Southpaw|Oct 16, 1993|0.2|0.75|2.07|0.42|0.0|0.0|0.25|0.0
2dc7f1762dc0a7ef|male|Ricardo Morais|10|4|1|0.0|"6' 8"""|270 lbs.|NaN|Orthodox|Feb 26, 1967|2.86|0.37|2.39|0.53|0.0|0.0|0.0|0.0
fea79f9bc8c68769|male|Marlon Moraes|23|9|1|8.405|"5' 6"""|135 lbs.|"67"""|Orthodox|Apr 26, 1988|3.34|0.4|4.47|0.53|0.89|0.41|0.46|0.4
831de97afe326478|male|Dustin Moore|0|2|0|0.0|"5' 4"""|125 lbs.|NaN|NaN|NaN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
0d62719b1dcf7c40|male|Sheymon Moraes|11|4|0|12.523333333333333|"5' 8"""|145 lbs.|"72"""|Orthodox|Oct 11, 1990|3.0|0.42|3.64|0.63|0.0|0.0|0.53|0.0
9c27f3217891f3f0|male|Kris Moutinho|9|5|0|14.55|"5' 7"""|135 lbs.|"68"""|Southpaw|Aug 09, 1992|4.81|0.32|15.81|0.27|0.0|0.0|0.0|0.0
1bcaac2d99b90fce|male|Sergio Moraes|14|6|1|12.479761904761906|"6' 0"""|170 lbs.|"72"""|Orthodox|Jul 23, 1982|2.42|0.42|3.73|0.59|1.2|0.38|0.75|0.4
6e92eb1242b46636|male|Steve Montgomery|9|5|0|8.858333333333334|"6' 4"""|185 lbs.|NaN|Southpaw|Dec 19, 1990|4.85|0.39|4.12|0.47|0.0|0.0|0.64|0.0
c06a9b48d4132c8e|male|James Moontasri|9|5|0|9.891666666666667|"5' 10"""|170 lbs.|"71"""|Switch|Apr 10, 1988|2.39|0.48|3.86|0.4|0.0|0.0|0.79|0.2
a112097ad877a48f|male|Alberto Montes|4|0|0|0.0|"5' 7"""|135 lbs.|NaN|NaN|May 31, 1994|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
518e5202a91980d4|female|Nate Moore|8|4|0|0.0|"6' 0"""|170 lbs.|NaN|NaN|NaN|2.21|0.25|2.87|0.42|1.23|0.16|0.25|0.0
e56df3c1d8b4b1cc|male|Homer Moore|26|9|2|5.916666666666667|"5' 10"""|205 lbs.|NaN|Orthodox|Nov 27, 1971|0.68|0.5|0.68|0.0|5.07|0.66|0.0|0.0
1de9ad94de18eeaf|female|Nicco Montano|5|3|0|20.0|"5' 5"""|135 lbs.|"65"""|Southpaw|Dec 16, 1988|5.6|0.41|4.43|0.64|2.25|0.54|0.69|0.4
72c9c2eadfc3277e|male|Andrew Montanez|9|12|1|0.0|NaN|185 lbs.|NaN|NaN|NaN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
8163cd7de0342652|male|Erick Montano|7|5|0|8.733333333333334|"6' 0"""|170 lbs.|"73"""|Orthodox|Nov 19, 1985|2.79|0.44|2.06|0.64|2.29|0.36|0.66|0.0
94508d80e1f885fc|male|Augusto Montano|15|3|0|11.383333333333333|"6' 1"""|170 lbs.|"73"""|Orthodox|Oct 25, 1984|3.46|0.46|2.66|0.56|0.0|0.0|0.66|0.0
02d276b7d62b3472|male|Rudyard Moncayo|0|3|0|1.1333333333333333|"5' 10"""|195 lbs.|NaN|Orthodox|NaN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
cbfd1d34356a004c|male|Jeff Monson|60|26|1|12.183333333333334|"5' 9"""|247 lbs.|"74"""|Orthodox|Jan 18, 1971|0.97|0.3|2.87|0.59|1.06|0.12|0.66|0.7
606136dee6f6ecea|male|Dan Molina|13|9|0|0.0|"5' 10"""|216 lbs.|NaN|NaN|Jun 14, 1984|0.0|0.0|5.58|0.6|0.0|0.0|0.0|20.9
008ea710276c9606|male|Jeff Molina|10|2|0|10.383333333333333|"5' 6"""|125 lbs.|"69"""|Orthodox|Jul 17, 1997|8.72|0.5|6.12|0.53|0.0|0.0|0.37|0.0
a8e133139286df84|male|Hidetaka Monma|18|11|4|0.0|"6' 0"""|168 lbs.|NaN|Orthodox|Oct 23, 1973|1.67|0.25|9.76|0.34|0.0|0.0|0.0|0.0
e31502e3f79d00c5|male|Todd Moore|16|7|0|0.0|"5' 9"""|170 lbs.|"71"""|Southpaw|Dec 30, 1983|1.83|0.26|2.3|0.57|0.78|0.14|0.54|0.0
bffeb123b21c9aad|male|Darrell Montague|13|5|0|6.93888888888889|"5' 6"""|125 lbs.|"67"""|Southpaw|Nov 03, 1987|1.92|0.25|5.38|0.52|0.72|0.25|0.33|1.4
192520689012c7e4|female|Suman Mokhtarian|8|5|0|8.616666666666667|"5' 8"""|145 lbs.|"72"""|Orthodox|Jun 13, 1992|2.21|0.43|6.85|0.48|0.0|0.0|0.0|0.0
b6452706b373eea1|male|Renato Moicano|16|4|1|8.183333333333334|"5' 11"""|155 lbs.|"72"""|Orthodox|May 21, 1989|5.12|0.47|3.58|0.64|2.14|0.53|0.8|0.8
75353550928a7921|male|Muhammad Mokaev|6|0|0|0.0|"5' 9"""|125 lbs.|NaN|NaN|Jul 30, 2000|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
e9bc5748e6a76bb6|male|Ashkan Mokhtarian|13|3|0|13.816666666666666|"5' 6"""|125 lbs.|"67"""|Southpaw|Sep 15, 1985|1.95|0.43|3.66|0.43|0.54|0.16|0.33|0.0
04c15b52c3cc1cab|female|Nate Mohr|9|7|0|8.308333333333334|"5' 9"""|155 lbs.|"72"""|Orthodox|Mar 03, 1983|3.79|0.41|2.5|0.74|0.45|0.5|0.71|0.0
478c8706bdb92440|male|Tatsuya Mizuno|16|12|1|0.0|"6' 1"""|205 lbs.|NaN|Southpaw|Jun 02, 1981|2.25|0.37|3.52|0.53|1.19|0.25|0.4|3.6
65239fccecd03404|male|Bronson Mohika|1|1|0|0.0|NaN|135 lbs.|NaN|NaN|NaN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
d76ad9a08c4408ff|male|Bobby Moffett|13|5|0|12.572222222222223|"5' 10"""|145 lbs.|"73"""|Orthodox|Jun 01, 1990|3.41|0.39|3.15|0.61|2.74|0.66|0.66|1.4
9649d75defe0dedb|male|Motoki Miyazawa|7|3|0|0.0|"5' 11"""|168 lbs.|NaN|Southpaw|NaN|1.23|0.28|3.91|0.61|0.0|0.0|0.0|0.0
4498b382c65a7faa|female|Roxanne Modafferi|25|21|0|15.294444444444444|"5' 7"""|125 lbs.|"69"""|Orthodox|Sep 24, 1982|3.35|0.3|5.7|0.51|1.35|0.23|0.3|0.1
c9885b1b7c7055a0|male|Tomoya Miyashita|17|9|7|0.0|"5' 7"""|139 lbs.|NaN|Southpaw|NaN|1.67|0.65|0.93|0.33|4.0|0.8|0.0|2.0
2b4faacc16d66898|male|Eiji Mitsuoka|18|9|2|5.55|"5' 7"""|145 lbs.|NaN|Southpaw|Jan 01, 1976|1.49|0.49|2.26|0.45|2.3|0.36|0.2|1.6
48e093ea1f43a053|male|Takeya Mizugaki|21|11|2|11.540476190476193|"5' 7"""|135 lbs.|"69"""|Orthodox|Dec 16, 1983|3.37|0.37|3.27|0.57|1.46|0.57|0.7|0.1
f64e4ecd214c6378|male|Jonathan Mix|7|4|0|0.0|"6' 0"""|168 lbs.|NaN|NaN|Nov 09, 1980|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
af70d268e5352186|male|Kazuyuki Miyata|15|9|0|0.0|"5' 8"""|139 lbs.|NaN|Orthodox|NaN|2.04|0.52|1.82|0.63|4.31|0.46|0.68|0.0
2961be02cfb0d2c1|male|Roman Mitichyan|8|3|0|3.891666666666667|"5' 10"""|170 lbs.|NaN|Orthodox|Sep 04, 1978|0.26|0.16|2.7|0.43|1.93|1.0|0.25|1.9
509697e08673d2e5|male|Hiromitsu Miura|12|7|0|0.0|"5' 9"""|170 lbs.|"71"""|Orthodox|Sep 22, 1981|2.12|0.34|2.12|0.58|2.23|0.5|0.69|0.6
d945aae53e3e54e6|male|Thiago Moises|15|6|0|12.633333333333333|"5' 9"""|155 lbs.|"70"""|Orthodox|Mar 23, 1995|2.52|0.37|4.12|0.56|1.0|0.35|0.6|1.1
568bebed6366b667|male|Maurice Mitchell|11|2|0|0.0|"5' 9"""|145 lbs.|NaN|Orthodox|Jun 29, 1987|3.8|0.55|3.54|0.6|0.0|0.0|1.0|0.0
3d960455f880bb25|male|Clay Mitchell|1|2|0|0.0|"6' 2"""|185 lbs.|NaN|NaN|NaN|1.63|0.85|0.0|0.0|0.0|0.0|1.0|4.1
d9c6f19f958643e9|male|Bryce Mitchell|14|1|0|12.866666666666669|"5' 10"""|145 lbs.|"70"""|Southpaw|Oct 04, 1994|2.29|0.61|1.46|0.6|3.26|0.46|0.33|2.3
c06d554ce1713fd3|male|Danny Mitchell|19|9|1|15.0|"6' 2"""|170 lbs.|NaN|Orthodox|Aug 08, 1986|2.53|0.49|2.53|0.52|0.0|0.0|1.0|3.0
